ketamine,7
difficulty,7
bed,7
mouth,7
airway,7
available,6
meds,6
Labs,6
football,6
her.,6
prev,6
leg.,6
through,6
stabbed,6
called.,6
top,6
landed,6
15.,6
pulseless,6
still,6
all,6
pulled,6
weakness,6
asthma,6
IO,6
thrown,6
w/,6
acute,6
side.,6
fractures,6
notable,6
broken,6
Transferred,6
having,6
face.,6
spinal,6
12,6
"breathing,",6
eyes,6
medical,6
feet.,6
epinephrine,6
numbness,6
"arrival,",6
"transport,",6
alert,6
+,6
hx,6
approx,6
driver,6
5,6
auto,6
ground.,6
home.,6
does,6
seat.,6
bolus,6
arrest,6
14,6
unremarkable.,5
began,5
ambulate,5
lost,5
tried,5
are,5
several,5
decreased,5
hour,5
"neck,",5
presented,5
Initially,5
morning,5
recent,5
well.,5
flown,5
911,5
car.,5
Intubated,5
initiated,5
unsure,5
6,5
available.,5
friends,5
minutes.,5
horse,5
propofol,5
helmet,5
fixed,5
care.,5
fully,5
negative.,5
scalp,5
return,5
parietal,5
CPR.,5
first,5
travelling,5
backboard,5
walking,5
bit,5
hematoma,5
heard,5
See,5
shift.,5
It,5
20,5
subarachnoid,5
total,5
intrusion,5
crying,5
yesterday,5
temporal,5
ETT,5
under,5
crew,5
emesis,5
code,5
says,5
"injury,",5
breathing.,5
sensation,5
bullet,5
"intubated,",5
picked,5
medications,5
dart,5
VSS,5
liver,5
battery,5
knee,5
continued,5
c,5
motor,5
BP,5
darts,5
puncture,5
x,5
Given,5
Has,5
tonight,5
c-spine,5
His,5
remained,5
concern,5
walked,5
flight,4
hematoma.,4
call,4
severe,4
ingestion.,4
behind,4
climbing,4
3T,4
running,4
obvious,4
except,4
hand.,4
move,4
u,4
pool,4
foot,4
included,4
area.,4
party,4
"car,",4
Reportedly,4
handle,4
anterior,4
until,4
Fell,4
bike.,4
back.,4
grade,4
nausea.,4
tube,4
LMA,4
ativan,4
cried,4
x-ray,4
along,4
amount,4
slightly,4
way,4
stuck,4
Immediately,4
initial,4
driving,4
what,4
recall,4
himself,4
precautions,4
NPO,4
old,4
accidentally,4
SUV,4
intracranial,4
body,4
HR,4
L1,4
"vehicle,",4
rate,4
chest/abd/pelvis,4
Fentanyl,4
hemorrhage,4
patient's,4
As,4
mg,4
Earlier,4
abd,4
extremities,4
ER,4
swelling,4
Around,4
threw,4
forehead,4
flow,4
gtt,4
shaking,4
cm,4
PIV,4
major,4
Initial,4
ROSC.,4
headache.,4
"mom,",4
symptoms.,4
helmet.,4
This,4
put,4
"route,",4
bay.,4
wall,4
About,4
femur,4
unwitnessed,4
improved,4
initiated.,4
remembers,4
dropped,4
Level,4
player,4
shows,4
Father,4
secondary,4
Arrived,4
only,4
cousin,4
become,4
7,4
"face,",4
both,4
depressed,4
than,4
weakness.,4
thigh,4
45,4
causing,4
crossing,4
stab,4
place.,4
dad,4
soft,4
noticed,4
tibia,4
placed.,4
evaluation,4
rod,3
breath,3
bradycardic,3
landing,3
responding,3
hemodynamically,3
closed,3
grandmother,3
unclear,3
"trauma,",3
orbital,3
ped.,3
horse.,3
player.,3
slow,3
most,3
"contusion,",3
babysitter,3
fractures.,3
witnessed,3
apneic,3
brief,3
issues,3
arm,3
getting,3
against,3
xray,3
sibling.,3
talking,3
Pt's,3
eye.,3
prolonged,3
While,3
"15,",3
sounds,3
him.,3
w/o,3
C/o,3
nares,3
hip,3
waxing,3
evaluated,3
made,3
transfer.,3
concerning,3
Vomited,3
ingestion,3
degloving,3
battery.,3
7.,3
2/2,3
iron,3
thought,3
shower,3
arrest.,3
drip,3
air.,3
shoulder.,3
ejection.,3
steps,3
Last,3
ceftriaxone,3
soon,3
year,3
boy,3
control.,3
intubation.,3
Outside,3
self-inflicted,3
pale,3
Flight,3
event,3
members,3
Zofran,3
ped,3
moaning,3
facility.,3
pneumothorax,3
run,3
"nonbloody,",3
foot.,3
versed,3
just,3
ft.,3
"stable,",3
abd/pel,3
presumed,3
spontaneous,3
strangulation.,3
walk,3
treated,3
pedestrian,3
hospital.,3
"injuries,",3
feel,3
Found,3
"laceration,",3
deformity,3
arrives,3
Pupils,3
free,3
Occurred,3
systolic,3
trampoline,3
pulmonary,3
part,3
forward,3
Vitals,3
cord,3
ft,3
headache,3
ice,3
ingested,3
our,3
sibling,3
Taken,3
morphine,3
developed,3
"nausea,",3
foreign,3
collided,3
Received,3
grunting,3
"abdomen,",3
arriving,3
across,3
bagged,3
passengers,3
mouth.,3
Went,3
consciousness.,3
standing,3
SBP,3
end,3
bunk,3
possibly,3
intermittent,3
Also,3
activity.,3
tracking,3
dose,3
happened,3
driven,3
normally.,3
morning.,3
glass,3
police,3
take,3
next,3
Playing,3
school,3
between,3
backwards,3
rear,3
shoulder,3
Injuries,3
working,3
could,3
swallowed,3
times,3
rock,3
woke,3
diarrhea.,3
"back,",3
incident.,3
RLE,3
N/V.,3
Thinks,3
sedated,3
Since,3
story,3
"arrived,",3
CT.,3
nonbilious,3
"morphine,",3
IVF,3
today,3
unknown.,3
warm,3
place,3
difficult,3
10.,3
crashed,3
A,3
fatalities,3
Other,3
now,3
remember,3
friend's,3
boat,3
wing,3
immunized,3
episodes,3
"placed,",3
stated,3
"C-spine,",3
emesis.,3
complaints.,3
"c-spine,",3
ROSC,3
persistent,3
cream,3
again,3
13,3
sheet,3
out.,3
normally,3
bite,3
father,3
distress.,3
concerns,3
"reported,",3
waning,3
"spine,",3
11.,3
pool.,3
slide,3
deviated,3
receive,3
someone,3
over.,3
"up,",3
combative,3
swallowing,3
near,3
kicked,3
doing,3
wound.,3
surgery,2
By,2
1830,2
midazolam,2
VS,2
done;,2
neighbor's,2
slipped,2
can.,2
surface.,2
done.,2
reported.,2
80s,2
intake,2
bus,2
"done,",2
dilated.,2
1430.,2
least,2
tenderness.,2
XR,2
"immediately,",2
ancef,2
immediately.,2
teeth,2
mom.,2
retained,2
Incident,2
trash,2
"called,",2
2nd,2
table,2
turned,2
"fall,",2
quickly,2
"opening,",2
gunshot,2
illness.,2
care,2
shocked,2
ear,2
"PEA,",2
"rhinorrhea,",2
"collision,",2
collision.,2
unconscious.,2
survey.,2
see,2
"epilepsy,",2
"emesis,",2
stopped,2
pulseless.,2
T,2
1L,2
control,2
16,2
King,2
after.,2
recently,2
lethargic,2
boyfriend,2
cyanotic,2
entered,2
deficits,2
child.,2
couch,2
increased,2
responsive,2
ER.,2
unremarkable,2
C-collar.,2
girl,2
circulation,2
attacked,2
~15,2
self,2
backseat,2
cannot,2
Got,2
external,2
3rd,2
p/w,2
thinks,2
Left,2
"male,",2
spontaneously,2
"to
have",2
imaging.,2
lying,2
golf,2
"consciousness,",2
cart,2
bladder,2
"ATV,",2
Unsure,2
mcg,2
afternoon.,2
caliber,2
flank,2
progressively,2
questionable,2
access,2
penetrated,2
combative.,2
knife.,2
boned,2
caught,2
1-2,2
NO,2
K,2
1730,2
"fractures,",2
local,2
"him,",2
bleed,2
medication,2
"morning,",2
"fentanyl,",2
"initially,",2
Head,2
long,2
family's,2
LE,2
respond.,2
compressions,2
afterwards.,2
facility,2
metal,2
"passenger,",2
passenger.,2
compression,2
current,2
commands.,2
forehead.,2
hip.,2
Medical,2
"cough,",2
"status,",2
tv,2
felt,2
died,2
Parents,2
deep,2
alert.,2
resultant,2
hemorrhage.,2
O2,2
abnormalities.,2
osh,2
Compressions,2
times.,2
rhythm,2
skiing,2
"hospital,",2
trouble,2
+LOC,2
UE.,2
tib,2
round,2
90s,2
bathtub.,2
fell.,2
sidewalk,2
past,2
team,2
himself.,2
ball,2
pulm,2
pRBCs,2
mph,2
although,2
lodged,2
"AM,",2
rocuronium,2
broke,2
"CXR,",2
FAST,2
Significant,2
Dad,2
before.,2
agitated,2
stepped,2
IO.,2
events,2
DCS,2
Happened,2
evening,2
"abd,",2
"12,",2
complained,2
seconds.,2
pitbull,2
wire.,2
twice.,2
specific,2
"lethargic,",2
wounds,2
Report,2
wake,2
"dysuria,",2
wounds.,2
alcohol,2
suspected,2
skill,2
"helmet,",2
bully,2
"house,",2
hard,2
sleeping,2
may,2
intubation,2
SDH,2
pupils,2
will,2
diff,2
"GCS,",2
amputation,2
bloody,2
pelvic,2
collision,2
scan,2
recalls,2
rocuronium.,2
Ketamine,2
afternoon,2
?,2
airway.,2
States,2
40mph.,2
shift,2
paresthesias,2
fx,2
kill,2
placement.,2
night,2
appropriately.,2
held,2
"hematoma,",2
improvement,2
sawing,2
"fevers,",2
usual,2
"pRBC,",2
read,2
unwitnessed.,2
seizure-like,2
mass,2
tripped,2
tonight.,2
In,2
"dad,",2
dog.,2
MVA,2
train,2
"arm,",2
object,2
sustaining,2
arm.,2
roof,2
Some,2
"CT,",2
once,2
off.,2
performed.,2
wooden,2
unrestrained.,2
follows,2
tingling,2
progress,2
"diaphoretic,",2
ambulance.,2
16yo,2
mannitol,2
adult,2
An,2
witness,2
-,2
T/L,2
skateboarding,2
40,2
distal,2
history.,2
"bay,",2
focal,2
Vehicle,2
films,2
hanging.,2
older,2
7.0,2
cheek,2
weeks,2
retain,2
hypotensive,2
"There,",2
young,2
nasal,2
obtained.,2
arrived.,2
"contusions,",2
jumped,2
neighbor,2
esophagus.,2
dresser,2
ejected.,2
piece,2
mediastinum.,2
1/2,2
PCH.,2
consciousness,2
hurt,2
bruising,2
floor.,2
b/l,2
gtt.,2
bone.,2
"gtt,",2
Car,2
dressed,2
"female,",2
window.,2
Multiple,2
oropharynx.,2
area,2
occiput,2
CTA,2
batteries.,2
potassium,2
sinus,2
ate,2
areas,2
days,2
One,2
1700.,2
"fever,",2
subsequently,2
already,2
high.,2
stable.,2
"epi,",2
prompting,2
Then,2
details,2
pulses.,2
illnesses.,2
bleed.,2
deaths,2
forearm.,2
8.,2
9.,2
AMS,2
never,2
"MVC,",2
CTs,2
minimal,2
glass.,2
seizure.,2
AP,2
feeling,2
Reported,2
bedroom,2
imaging,2
arms,2
occipital,2
hands,2
saturations,2
pulses,2
field.,2
dad's,2
herself,2
"+LOC,",2
pupil,2
look,2
given;,2
humerus,2
splenic,2
truck.,2
13-14.,2
asystole,2
reactive,2
activation,2
limp,2
windshield,2
rescue,2
nausea,2
hanging,2
Does,2
drinking,2
leaning,2
border,2
away,2
labs.,2
units,2
"CMP,",2
how,2
state,2
traumatic,2
"headache,",2
traffic,2
"hematuria,",2
immediate,2
effect.,2
attempting,2
height.,2
teeth.,2
150,2
inferior,2
resulting,2
amnesia,2
3.,2
submersion,2
dropping,2
35,2
concrete.,2
waking,2
fire,2
"parents,",2
mandibular,2
po,2
strapped,2
backing,2
min,2
Denies,2
abdomen,2
Arrives,2
abd/pelvis,2
mid,2
1500,2
patient.,2
sats,2
decrease,2
"Versed,",2
"today,",2
apneic.,2
jumping,2
management,2
mm,2
today.,2
"highway,",2
"knee,",2
Here,2
limited,2
comminuted,2
include,2
femoral,2
Will,1
right.,1
club,1
0.2.,1
Powell.,1
tachycardia,1
3-5',1
Jeep,1
coins,1
didn't,1
therefore,1
arterial,1
decadron,1
assessment,1
sign,1
kids.,1
stay,1
hematoma/,1
stroke,1
food.,1
IVH.,1
expanding,1
"compressions,",1
fever,1
unit,1
making,1
handle.,1
head-on,1
handlebar,1
activated,1
"nonverbal,",1
However,1
compressions.,1
Family,1
PCH,1
Throughout,1
Out,1
top.,1
parenchyma.,1
would,1
110s-120s,1
spidered,1
quickly.,1
blood.,1
posterior,1
visual,1
Seemed,1
17yrs,1
Further,1
bike).,1
pneumothoraces,1
NS.,1
strap,1
apparent,1
Patient's,1
"gentamicin,",1
occiput.,1
appears,1
change,1
sleepy.,1
Positive,1
"custody
back",1
38caliber,1
incoming,1
max/face,1
MVC>,1
Imaging,1
reaching,1
chin,1
"Low,",1
Notable,1
INR,1
traveling.,1
"ED
he",1
IVF.,1
elbow,1
"6.9,",1
"L2
mild",1
"afterwards,",1
want,1
35mph,1
ring,1
"mouth,",1
"Fentanyl,",1
frothing,1
bilaterally,1
water,1
"splinted,",1
assessed.,1
rearended,1
"pm,",1
tired,1
mgmt.,1
"Pt
noted",1
"stuff""",1
DOg,1
LR,1
"11,",1
pmh,1
bite.,1
Her,1
drinking.,1
Complains,1
splinted.,1
infusion,1
hematomas,1
chaperone.,1
mL,1
appropriately,1
pads,1
Felt,1
visit,1
"9,",1
ventilator.,1
damage,1
"SDH.
",1
cerebellum,1
night.,1
"here,",1
studies,1
"and
was",1
70s/40s.,1
(nearly,1
bump,1
hiking,1
CMP,1
"beer,",1
masked,1
reactivity.,1
headboard.,1
premolar,1
1st,1
"headboard,",1
pupils.,1
"says
the",1
"in,",1
vein.,1
catching,1
sounds.,1
suctioned,1
partially,1
behavior,1
entering,1
bolt.,1
clothed,1
Phenobarbital,1
pennies,1
distended,1
"fussiness,",1
frontal/temporal,1
fussiness.,1
flaccid,1
ultimately,1
"yes,",1
torso.,1
tib.,1
"restrained,",1
stuck.,1
"TP
fractures,",1
reportedy,1
"anything
leading",1
bicycle,1
lasted,1
mechanism.,1
soccer.,1
name,1
x1.,1
second,1
HRs,1
surrounding,1
Transferred.,1
urine.,1
steering,1
Primary,1
whole,1
"noon,",1
(unknown,1
pulse,1
limp.,1
immunizations,1
bubbling,1
Complaining,1
"by
mother",1
"hypertensive.
Intubated",1
abnormal,1
approximates,1
BLE,1
hemorrhagic,1
enroute,1
ROM,1
G3,1
shed,1
whose,1
BVM,1
self-extricate.,1
up.,1
directly,1
inch.,1
(which,1
(to,1
grandparents,1
narrowing,1
"45mph,",1
localizes,1
hypogammaglobulinemia,1
coins.,1
mandible,1
hyperreflexia.,1
"CTOH,",1
"mcg/kg/min,",1
"95-110,",1
products,1
works,1
bars.,1
x1,1
paralytic,1
Cousin,1
1500.,1
"70s,",1
every,1
quite,1
biobehavioral,1
cough,1
dog's,1
happening.,1
@,1
100.,1
Peds,1
100%,1
Restrained,1
portion,1
thing,1
superficially,1
survivable,1
"with
midline",1
"medication,",1
1000,1
choking.,1
"ROSC,",1
tibia/fibula,1
striking,1
VF.,1
extrication.,1
2045.,1
max,1
tipped,1
proper,1
"14,",1
drugs.,1
revealed,1
norepi,1
"esophagus,",1
vomited,1
LLE,1
sx,1
daughter,1
speak.,1
conscious,1
lap,1
chair,1
"gun,",1
"cried,",1
"batteries,",1
apical,1
resuscitation.,1
swallowing.,1
"yest,",1
bowel.,1
RR,1
climbed,1
"kids,",1
in.,1
breath.,1
carpeted,1
St.,1
0650,1
bleeding.,1
secured,1
poorly,1
VBG,1
asytole/cardiac,1
9h,1
NOS,1
innumerable,1
midway,1
spineboard.,1
"Per
EMS,",1
changes,1
"trauma
patient.",1
abnormally;,1
dove,1
nose.,1
"he
underwent",1
Bystanders,1
etiology,1
?renal,1
"ER,",1
requirement.,1
shortness,1
maintained,1
platform,1
"PCH,",1
HR.,1
RA,1
"CPR,",1
RN,1
established,1
Sister,1
views,1
A/O,1
leg/foot.,1
underwent,1
blue,1
"episode,",1
extrication,1
underneath,1
Face:,1
leading,1
half,1
eval.,1
scream.,1
hematomas.,1
attack,1
GERD,1
"was
bolused",1
Risperdal,1
"player,",1
talk,1
"pain
but",1
hair,1
pericardial,1
active,1
(-1,1
"right
middle",1
"swallowing,",1
years,1
"10,",1
humerus.,1
told,1
increasing,1
"unresponsive,",1
cold,1
"to
OSH,",1
new,1
Prius,1
solitary,1
Put,1
T-boned,1
"in
maternal",1
mild,1
DAI.,1
pitbull.,1
shortly,1
exsanguinated,1
non-accidental,1
min.,1
height,1
"compartment,",1
1600,1
"damage,",1
Nausea,1
"bradycardic,",1
bathtub,1
function,1
kid,1
LMA.,1
"maxilla,",1
mix),1
1hr,1
2.7.,1
trachea.,1
"friend,",1
L3-5,1
sleepy,1
oriented,1
psych,1
"11.
Transferred",1
swing,1
drunk.,1
lodgement,1
33C.,1
numbness.,1
13-14,1
48,1
make,1
freeway,1
"Yesterday,",1
complex,1
ventricle.,1
ed.,1
"mom
fell",1
artifact.,1
"50s,",1
belt,1
"road,",1
coin,1
deceased.,1
2.9.,1
posturing,1
"hypoxia,",1
"that
occurred",1
palpable,1
gymnastics.,1
involving,1
metallic,1
"place,",1
reintubated.,1
additional,1
mini,1
occurring,1
baseline.,1
infusion.,1
tackled,1
presumably,1
forensically,1
cement.,1
opening,1
53.,1
cart.,1
tree,1
pain).,1
body.,1
"5,",1
tissues,1
"max-face,",1
"yest.
",1
Code,1
"tachypnea,",1
"collar,",1
effusion,1
"non-verbal,",1
crashed.,1
ago;,1
buckle,1
reveals,1
stop,1
snow,1
yet,1
previous,1
monitored,1
paramedics,1
"1630,",1
POV,1
office.,1
circulation.,1
strength,1
electively,1
portions,1
"vehicles,",1
ingest,1
Admits,1
nonaccidental,1
"foot,",1
"ago,",1
helicopter.,1
"well,",1
Ancef,1
team.,1
1400,1
sz,1
responded,1
below,1
scarf.,1
intubate.,1
heating,1
whether,1
ventricular,1
players,1
asked,1
towards,1
60mph.,1
respond,1
"opening),",1
phenylephrine,1
16:30.,1
"commands,",1
rightward,1
boating,1
eat,1
(Labrador,1
"cousin,",1
extraction,1
bus.,1
removed.,1
trigger,1
bag,1
bay,1
expected,1
brothers',1
project,1
fussy,1
"XR,",1
"performed.
Initial",1
score,1
finger,1
caught;,1
drawn,1
inappropriate,1
BUE,1
skull.,1
UTD.,1
somnolent.,1
evident,1
"forward,",1
protect,1
L1.,1
observed,1
Central,1
"pulseless,",1
"notice,",1
confusion,1
"patients,",1
weak,1
emergent,1
t,1
kitchen,1
face/neck.,1
life,1
size),1
delivery,1
gear;,1
"""shaken",1
plts,1
helipad,1
"C-collar,",1
protective,1
"epi
and",1
"over,",1
ear.,1
T10-11,1
hi,1
over?,1
loft,1
toast,1
"exploration,",1
dizzy,1
brake,1
7.6,1
desaturations,1
upset,1
1145,1
contacted,1
cone,1
drawer,1
voice,1
this.,1
"apneic,",1
watch,1
"hospital
and",1
Over,1
HERE,1
autistic,1
needed.,1
bar,1
coherent,1
LFTs,1
"interactive
",1
"throughout,",1
throughout.,1
ketamine.,1
Presenting,1
"ketamine,",1
+Urinary,1
Following,1
applied,1
GSW.,1
"angry,",1
H/H,1
empty.,1
flip,1
Brother,1
pain/back,1
people,1
palsy,1
shots.,1
"bed,",1
ingestions.,1
K+.,1
whgere,1
bouts,1
warehouse,1
roll,1
fragment,1
scored,1
coffee,1
brothers,1
"nausea/vomiting,",1
extension,1
carried,1
"seat,",1
tourniquets,1
process,1
younger,1
versus,1
Continued,1
20s-30s,1
1800,1
confused.,1
X-rays,1
bed.,1
intrusion/roll,1
13.4/38.6,1
headboard,1
"disorders,",1
1635.,1
disorders.,1
tenous,1
oxygen,1
"week,",1
Approx,1
transferred.,1
paralytics.,1
brother.,1
"brother,",1
VS.,1
Needle,1
"(unremarkable),",1
"went
directly",1
responding.,1
nl,1
history;,1
granite,1
"pellet,",1
aunts,1
MRI,1
30-60,1
penetration,1
"confused,",1
daily,1
sister,1
"child,",1
sickle,1
marks,1
Chiari,1
administered.,1
odnto,1
forth.,1
assailant.,1
wood,1
"DB,",1
head/upper,1
fatalities.,1
"on
the",1
plts.,1
"cm
epidural",1
ambulance,1
impressive,1
talk.,1
transported.,1
(including,1
pressure,1
equally.,1
multifocal,1
"boat,",1
attempt,1
"stirrup,",1
"travel,",1
fluid,1
"occlusion,",1
vs.,1
routine.,1
rock.,1
extensvie,1
Labs:,1
"hypothermic,",1
remarkable,1
check,1
skis,1
roc,1
",",1
radiologist,1
"then,",1
died.,1
then.,1
repeat,1
row,1
"ears,",1
"AP,",1
"down,",1
supposedly,1
suicide,1
6.5,1
arrested,1
ventilation,1
"""pink",1
plus,1
assess,1
h/o,1
"diarrhea,",1
Two,1
bell,1
bilaterally.,1
person,1
basketball,1
couple,1
yelling,1
months,1
gunshot.,1
dental,1
primary,1
Please,1
thorax).,1
vaginal,1
"accident,",1
mvc,1
"frowns,",1
writhing,1
used,1
here;,1
nerve,1
tow,1
"where
CBC,",1
Rode,1
Unconscious,1
Lake,1
intoxicated.,1
dead,1
"left,",1
thoracic,1
"multiple
GSW",1
(?3,1
"he
suddenly",1
stiffening,1
"trampoline,",1
dilated,1
legs,1
0100.,1
bottom,1
inflate,1
"10am,",1
"transfer..
",1
needed,1
playground,1
asking,1
denied,1
pit,1
lung,1
saw.,1
gauze,1
pack,1
nonpurposeful,1
hands.,1
immobilized,1
4.,1
attempted,1
we,1
seated,1
uncle,1
weapon;,1
"arms,",1
cardiopulmonary,1
removed,1
nodded,1
somnolent,1
~30,1
Red,1
Landed,1
summary,1
contusion.,1
bone,1
(covering,1
inside,1
"entrance,",1
sick,1
Estimated,1
each,1
needled,1
"siblings,",1
"ejected,",1
"mound,",1
frontoparietal,1
based,1
turning,1
hemostasis.,1
CBC.,1
"available,",1
"lidocaine,",1
UE,1
Unremarkable,1
1500-1600hrs.,1
"stimuli,",1
evaluation.He,1
geared,1
t-boned,1
sternal,1
fight,1
"speed,",1
boy's,1
recognizable,1
hike.,1
contusions,1
herself.,1
vomit,1
immunizati,1
2213hrs.,1
on.,1
rib,1
aystole.,1
Obvious,1
CVC,1
complaing,1
zofran,1
Did,1
bear,1
pain/sob/abdominal,1
1800.,1
dislodge,1
"1800,",1
snap,1
shouting,1
butcher's,1
once.,1
distance.,1
ct's,1
OG,1
11am,1
pronounced,1
Woke,1
"pulses,",1
100cc/kg).,1
bouncy,1
bounce,1
miles,1
incidental,1
often,1
lactate,1
OR,1
worker.,1
condition.,1
throat.,1
resuscitated,1
5-month-old,1
bicarb,1
visible,1
80s.,1
motion,1
po'ing,1
Daughter,1
"16mg,",1
"his
left",1
Sun,1
daughter.,1
2030,1
"bystanders,",1
30s.,1
butcher,1
"normal,",1
xrays,1
contusion,1
"appropriately,",1
helmeted,1
"atropine,",1
resolution,1
"awake,",1
skateboard.,1
questions,1
gravel/rocks.,1
backflip,1
breastfeeding,1
clothes-lined,1
stating,1
bounced,1
110s.,1
epinephrine.,1
concrete,1
liquids,1
thigh.,1
grab,1
dorsum,1
pulse.,1
inspiration.,1
info,1
line,1
sheets.,1
legs.,1
"legs,",1
"osh,",1
handgun,1
inches,1
Morphine,1
"noted,",1
"handlebars,",1
:,1
father.,1
injury/lac.,1
psychosis,1
skatepark.,1
0930,1
failure.,1
unhelmeted.,1
kidney,1
1745.,1
changes.,1
"changes,",1
3/10,1
"AC,",1
ventilation.,1
1645.,1
ordered,1
"people
as",1
similar,1
planes,1
THC,1
victims,1
EtCO2,1
"father,",1
shooter.,1
involvement.,1
tuned,1
tidal,1
"agitated,",1
arrive,1
step,1
"bladder
rupture.",1
"lip,",1
300,1
distance,1
"seizing,",1
forward/rear,1
temple,1
"fixation,",1
workup,1
question,1
tibia.,1
PRBC,1
Normal,1
canal,1
mountain.,1
appropriate,1
Approximately,1
within,1
"scalp,",1
"hemopneumothorax,",1
"FFP,",1
"stepmom,",1
"now
AMS.",1
box,1
Pokemon,1
choking,1
tonic,1
TO,1
"rounds
of",1
mom's,1
GTT,1
face/chest/abdomen/extremities.,1
failed,1
Ativan,1
Gym,1
FB.,1
impact,1
dilation,1
(?),1
fine,1
drug,1
"in
choir,",1
HCT,1
Patent,1
Motocross,1
commands,1
CTs.,1
LUCAS.,1
5:30p.,1
activity,1
"pt,",1
flight.,1
(GCS,1
clonic,1
something,1
declining,1
catcher,1
silo,1
Kept,1
prone,1
melena.,1
extraction.,1
"drooling,",1
dragged,1
Speed,1
park,1
hematochezia,1
afebrile,1
"stab,",1
"femur,",1
"found
to",1
interviewed,1
bowel,1
WBC,1
emesisx1,1
rescued,1
GTC,1
store,1
compartment,1
storm,1
lake,1
adequately.,1
clean,1
~6,1
clear,1
"any
po",1
5-6,1
tidals,1
1830.,1
"assessment,",1
deviation.,1
cavity.,1
7pm,1
pulseless;,1
finding,1
generalized,1
