,word,count,frequence
122,rolled,73,0.00127040478925
123,via,73,0.00127040478925
124,off,72,0.00125300198392
125,they,71,0.00123559917859
126,onto,69,0.00120079356792
127,wearing,68,0.00118339076259
128,around,68,0.00118339076259
129,II,67,0.00116598795726
130,c/o,65,0.00113118234659
131,unrestrained,65,0.00113118234659
132,any,65,0.00113118234659
133,fracture,65,0.00113118234659
134,history,64,0.00111377954126
135,route.,64,0.00111377954126
136,arrival,64,0.00111377954126
137,denies,64,0.00111377954126
138,"pain,",64,0.00111377954126
139,arrival.,63,0.00109637673593
140,vs,63,0.00109637673593
141,car.,62,0.0010789739306
142,injury,62,0.0010789739306
143,during,62,0.0010789739306
144,since,61,0.00106157112527
145,it,61,0.00106157112527
146,prior,60,0.00104416831993
147,placed,60,0.00104416831993
148,side.,59,0.0010267655146
149,significant,59,0.0010267655146
150,does,58,0.00100936270927
151,evaluation.,58,0.00100936270927
152,otherwise,58,0.00100936270927
153,chest,58,0.00100936270927
154,reported,58,0.00100936270927
155,which,58,0.00100936270927
156,laceration,58,0.00100936270927
157,complains,57,0.000991959903937
158,taken,57,0.000991959903937
159,stable,57,0.000991959903937
160,arm,57,0.000991959903937
161,rollover,56,0.000974557098604
162,mph.,56,0.000974557098604
163,L,56,0.000974557098604
164,PT,56,0.000974557098604
165,transported,55,0.000957154293272
166,another,55,0.000957154293272
167,traveling,54,0.00093975148794
168,while,54,0.00093975148794
169,accident,54,0.00093975148794
170,occurred,54,0.00093975148794
171,driver,54,0.00093975148794
172,transport.,54,0.00093975148794
173,There,54,0.00093975148794
174,leg,53,0.000922348682608
175,Previously,53,0.000922348682608
176,multiple,53,0.000922348682608
177,immunizations.,53,0.000922348682608
178,seen,52,0.000904945877275
179,rear,52,0.000904945877275
180,states,52,0.000904945877275
181,so,52,0.000904945877275
182,head.,52,0.000904945877275
183,abrasions,52,0.000904945877275
184,date,51,0.000887543071943
185,PMH,51,0.000887543071943
186,injuries,50,0.000870140266611
187,truck,50,0.000870140266611
188,mom,50,0.000870140266611
189,C-collar,49,0.000852737461279
190,"vomiting,",49,0.000852737461279
191,injury.,48,0.000835334655947
192,arrived,48,0.000835334655947
193,helmet,47,0.000817931850614
194,bike,47,0.000817931850614
195,event.,47,0.000817931850614
196,there,47,0.000817931850614
197,upon,46,0.000800529045282
198,speed,46,0.000800529045282
199,route,45,0.00078312623995
200,home,45,0.00078312623995
201,EMS.,45,0.00078312623995
202,following,45,0.00078312623995
203,auto,44,0.000765723434618
204,without,44,0.000765723434618
205,intrusion,44,0.000765723434618
206,went,43,0.000748320629285
207,speed.,43,0.000748320629285
208,called,43,0.000748320629285
209,15.,43,0.000748320629285
210,down,43,0.000748320629285
211,feet,43,0.000748320629285
212,vehicle.,42,0.000730917823953
213,vomiting,42,0.000730917823953
214,if,42,0.000730917823953
215,landed,42,0.000730917823953
216,only,42,0.000730917823953
217,face,42,0.000730917823953
218,alert,42,0.000730917823953
219,"EMS,",41,0.000713515018621
220,approximately,41,0.000713515018621
221,"head,",41,0.000713515018621
222,sustained,41,0.000713515018621
223,mental,41,0.000713515018621
224,Mom,41,0.000713515018621
225,spine,40,0.000696112213289
226,bilateral,40,0.000696112213289
227,At,40,0.000696112213289
228,currently,40,0.000696112213289
229,remember,39,0.000678709407957
230,full,39,0.000678709407957
231,lower,39,0.000678709407957
232,1,38,0.000661306602624
233,hospital,38,0.000661306602624
234,14,38,0.000661306602624
235,ran,37,0.000643903797292
236,They,37,0.000643903797292
237,helmet.,37,0.000643903797292
238,initially,37,0.000643903797292
239,lost,37,0.000643903797292
240,well,36,0.00062650099196
241,foot,36,0.00062650099196
242,travelling,36,0.00062650099196
243,injuries.,36,0.00062650099196
244,facial,36,0.00062650099196
245,street,36,0.00062650099196
246,recent,35,0.000609098186628
247,altered,35,0.000609098186628
248,due,35,0.000609098186628
249,ejected,35,0.000609098186628
250,be,34,0.000591695381295
251,falling,34,0.000591695381295
252,crying,34,0.000591695381295
253,mph,34,0.000591695381295
254,fall.,34,0.000591695381295
255,got,34,0.000591695381295
256,known,33,0.000574292575963
257,sitting,33,0.000574292575963
258,Mother,33,0.000574292575963
259,driving,33,0.000574292575963
260,30,33,0.000574292575963
261,3,33,0.000574292575963
262,knee,33,0.000574292575963
263,remembers,32,0.000556889770631
264,vitals,32,0.000556889770631
265,Had,32,0.000556889770631
266,hip,32,0.000556889770631
267,scalp,32,0.000556889770631
268,child,32,0.000556889770631
269,family,32,0.000556889770631
270,mother,32,0.000556889770631
271,skull,31,0.000539486965299
272,previously,31,0.000539486965299
273,ground,31,0.000539486965299
274,playing,31,0.000539486965299
275,complaints,31,0.000539486965299
276,ED.,30,0.000522084159967
277,normal,30,0.000522084159967
278,C-spine,30,0.000522084159967
279,+,30,0.000522084159967
280,also,29,0.000504681354634
281,Injuries,29,0.000504681354634
282,shoulder,29,0.000504681354634
283,prev,29,0.000504681354634
284,"OSH,",29,0.000504681354634
285,possible,29,0.000504681354634
286,ground.,29,0.000504681354634
287,fracture.,29,0.000504681354634
288,over.,29,0.000504681354634
289,Only,29,0.000504681354634
290,one,28,0.000487278549302
291,control,28,0.000487278549302
292,c,28,0.000487278549302
293,difficulty,28,0.000487278549302
294,here.,28,0.000487278549302
295,approx,28,0.000487278549302
296,seat.,28,0.000487278549302
297,Seen,28,0.000487278549302
298,Denies,27,0.00046987574397
299,trauma.,27,0.00046987574397
300,high,27,0.00046987574397
301,Car,27,0.00046987574397
302,bicycle,27,0.00046987574397
303,before,27,0.00046987574397
304,some,27,0.00046987574397
305,him.,26,0.000452472938638
306,rollover.,26,0.000452472938638
307,4,26,0.000452472938638
308,able,26,0.000452472938638
309,Transported,26,0.000452472938638
310,window,26,0.000452472938638
311,unremarkable.,26,0.000452472938638
312,coming,26,0.000452472938638
313,story,26,0.000452472938638
314,included,25,0.000435070133305
315,immediately,25,0.000435070133305
316,get,25,0.000435070133305
317,passenger.,25,0.000435070133305
318,fentanyl,25,0.000435070133305
319,loss,25,0.000435070133305
320,10,25,0.000435070133305
321,5,25,0.000435070133305
322,reported.,25,0.000435070133305
323,self,25,0.000435070133305
324,hand,25,0.000435070133305
325,time,25,0.000435070133305
326,horse,25,0.000435070133305
327,large,25,0.000435070133305
328,thrown,24,0.000417667327973
329,normal.,24,0.000417667327973
330,walking,24,0.000417667327973
331,done,24,0.000417667327973
332,awake,24,0.000417667327973
333,hours,24,0.000417667327973
334,complaint,24,0.000417667327973
335,under,24,0.000417667327973
336,said,24,0.000417667327973
337,report,24,0.000417667327973
338,landing,23,0.000400264522641
339,unsure,23,0.000400264522641
340,headache,23,0.000400264522641
341,dad,23,0.000400264522641
342,small,23,0.000400264522641
343,On,23,0.000400264522641
344,status,23,0.000400264522641
345,backseat,23,0.000400264522641
346,open,23,0.000400264522641
347,feet.,22,0.000382861717309
348,their,22,0.000382861717309
349,status.,22,0.000382861717309
350,run,22,0.000382861717309
351,times.,22,0.000382861717309
352,Upon,22,0.000382861717309
353,care.,22,0.000382861717309
354,all,22,0.000382861717309
355,behind,22,0.000382861717309
356,what,22,0.000382861717309
357,time.,22,0.000382861717309
358,medical,21,0.000365458911977
359,pt's,21,0.000365458911977
360,asthma,21,0.000365458911977
361,acting,21,0.000365458911977
362,middle,21,0.000365458911977
363,came,21,0.000365458911977
364,forehead,21,0.000365458911977
365,school,21,0.000365458911977
366,bleeding,21,0.000365458911977
367,"ED,",21,0.000365458911977
368,OSH.,21,0.000365458911977
369,minutes,21,0.000365458911977
370,His,21,0.000365458911977
371,now,21,0.000365458911977
372,amnestic,21,0.000365458911977
373,upper,21,0.000365458911977
374,air,21,0.000365458911977
375,lap,21,0.000365458911977
376,last,20,0.000348056106644
377,entire,20,0.000348056106644
378,zofran,20,0.000348056106644
379,seizure,20,0.000348056106644
380,negative.,20,0.000348056106644
381,c-collar,20,0.000348056106644
382,2nd,20,0.000348056106644
383,emesis.,20,0.000348056106644
384,crossing,20,0.000348056106644
385,frontal,20,0.000348056106644
386,mild,20,0.000348056106644
387,are,20,0.000348056106644
388,ago.,20,0.000348056106644
389,extricated,20,0.000348056106644
390,See,20,0.000348056106644
391,top,20,0.000348056106644
392,dog,20,0.000348056106644
393,Has,20,0.000348056106644
394,dirt,19,0.000330653301312
395,highway,19,0.000330653301312
396,transfer,19,0.000330653301312
397,consciousness.,19,0.000330653301312
398,cried,19,0.000330653301312
399,morphine,19,0.000330653301312
400,consciousness,19,0.000330653301312
401,En,19,0.000330653301312
402,Transferred,19,0.000330653301312
403,SUV,19,0.000330653301312
404,unclear,19,0.000330653301312
405,hitting,19,0.000330653301312
406,pelvis,19,0.000330653301312
407,breathing.,19,0.000330653301312
408,When,19,0.000330653301312
409,abd,18,0.00031325049598
410,patient's,18,0.00031325049598
411,complaints.,18,0.00031325049598
412,them,18,0.00031325049598
413,how,18,0.00031325049598
414,13,18,0.00031325049598
415,h/o,18,0.00031325049598
416,NO,18,0.00031325049598
417,sent,18,0.00031325049598
418,recall,18,0.00031325049598
419,ago,18,0.00031325049598
420,labs,18,0.00031325049598
421,confused,18,0.00031325049598
422,Vitals,18,0.00031325049598
423,evaluation,18,0.00031325049598
424,collar,18,0.00031325049598
425,emesis,18,0.00031325049598
426,event,18,0.00031325049598
427,Complaining,18,0.00031325049598
428,collision,18,0.00031325049598
429,elbow,18,0.00031325049598
430,NPO,18,0.00031325049598
431,swelling,18,0.00031325049598
432,T-boned,18,0.00031325049598
433,belt,18,0.00031325049598
434,blood,18,0.00031325049598
435,having,18,0.00031325049598
436,backboard,18,0.00031325049598
437,flipped,18,0.00031325049598
438,co,17,0.000295847690648
439,hx,17,0.000295847690648
440,intrusion.,17,0.000295847690648
441,ankle,17,0.000295847690648
442,witnessed,17,0.000295847690648
443,deformity,17,0.000295847690648
444,collision.,17,0.000295847690648
445,management.,17,0.000295847690648
446,precautions,17,0.000295847690648
447,through,17,0.000295847690648
448,crashed,17,0.000295847690648
449,past,17,0.000295847690648
450,face.,17,0.000295847690648
451,took,17,0.000295847690648
452,"seat,",17,0.000295847690648
453,house,17,0.000295847690648
454,moving,17,0.000295847690648
455,back.,17,0.000295847690648
456,UTD.,16,0.000278444885316
457,parents,16,0.000278444885316
458,posterior,16,0.000278444885316
459,sided,16,0.000278444885316
460,drove,16,0.000278444885316
461,few,16,0.000278444885316
462,hematoma,16,0.000278444885316
463,40,16,0.000278444885316
464,rate,16,0.000278444885316
465,45,16,0.000278444885316
466,obvious,16,0.000278444885316
467,parietal,16,0.000278444885316
468,became,16,0.000278444885316
469,"chest,",16,0.000278444885316
470,CXR,16,0.000278444885316
471,seatbelt,16,0.000278444885316
472,today,16,0.000278444885316
473,Currently,16,0.000278444885316
474,father,16,0.000278444885316
475,obtained,16,0.000278444885316
476,"helmet,",16,0.000278444885316
477,vs.,16,0.000278444885316
478,wrist,16,0.000278444885316
479,patient.,16,0.000278444885316
480,transport,16,0.000278444885316
481,booster,16,0.000278444885316
482,running,16,0.000278444885316
483,noted.,16,0.000278444885316
484,"arrival,",16,0.000278444885316
485,several,16,0.000278444885316
486,forward,16,0.000278444885316
487,than,16,0.000278444885316
488,room,16,0.000278444885316
489,C/o,16,0.000278444885316
490,abrasions.,15,0.000261042079983
491,occipital,15,0.000261042079983
492,against,15,0.000261042079983
493,except,15,0.000261042079983
494,Brought,15,0.000261042079983
495,second,15,0.000261042079983
496,ended,15,0.000261042079983
497,extremity,15,0.000261042079983
498,causing,15,0.000261042079983
499,Complains,15,0.000261042079983
500,"scene,",15,0.000261042079983
501,involvement,15,0.000261042079983
502,x,15,0.000261042079983
503,standing,15,0.000261042079983
504,damage,15,0.000261042079983
505,low,15,0.000261042079983
506,friend,15,0.000261042079983
507,today.,15,0.000261042079983
508,shot,15,0.000261042079983
509,board,15,0.000261042079983
510,splenic,15,0.000261042079983
511,"MVC,",15,0.000261042079983
512,across,15,0.000261042079983
513,abrasion,15,0.000261042079983
514,sheet.,15,0.000261042079983
515,"headache,",15,0.000261042079983
516,include,15,0.000261042079983
517,notable,15,0.000261042079983
518,nausea,14,0.000243639274651
519,motor,14,0.000243639274651
520,"15,",14,0.000243639274651
521,incident.,14,0.000243639274651
522,headache.,14,0.000243639274651
523,backwards,14,0.000243639274651
524,+LOC.,14,0.000243639274651
525,off.,14,0.000243639274651
526,began,14,0.000243639274651
527,intracranial,14,0.000243639274651
528,subdural,14,0.000243639274651
529,VSS,14,0.000243639274651
530,leg.,14,0.000243639274651
531,ambulatory,14,0.000243639274651
532,just,14,0.000243639274651
533,14.,14,0.000243639274651
534,performed,14,0.000243639274651
535,two,14,0.000243639274651
536,home.,14,0.000243639274651
537,+LOC,14,0.000243639274651
538,N/V.,14,0.000243639274651
539,hematoma.,14,0.000243639274651
540,20,14,0.000243639274651
541,Parents,14,0.000243639274651
542,accidentally,14,0.000243639274651
543,sister,14,0.000243639274651
544,"neck,",14,0.000243639274651
545,"male,",13,0.000226236469319
546,combative,13,0.000226236469319
547,ft,13,0.000226236469319
548,w/,13,0.000226236469319
549,"fracture,",13,0.000226236469319
550,roll,13,0.000226236469319
551,Labs,13,0.000226236469319
552,12,13,0.000226236469319
553,window.,13,0.000226236469319
554,C,13,0.000226236469319
555,eye,13,0.000226236469319
556,very,13,0.000226236469319
557,c-spine,13,0.000226236469319
558,Injury,13,0.000226236469319
559,current,13,0.000226236469319
560,received,13,0.000226236469319
561,brother,13,0.000226236469319
562,ATV.,13,0.000226236469319
563,year,13,0.000226236469319
564,bike.,13,0.000226236469319
565,"Trauma,",13,0.000226236469319
566,forehead.,13,0.000226236469319
567,because,13,0.000226236469319
568,illness.,13,0.000226236469319
569,stable.,13,0.000226236469319
570,"report,",13,0.000226236469319
571,flow,13,0.000226236469319
572,vital,13,0.000226236469319
573,golf,13,0.000226236469319
574,ejected.,13,0.000226236469319
575,complained,13,0.000226236469319
576,"fever,",13,0.000226236469319
577,first,13,0.000226236469319
578,"reported,",13,0.000226236469319
579,between,13,0.000226236469319
580,bruising,13,0.000226236469319
581,episodes,13,0.000226236469319
582,Occurred,13,0.000226236469319
583,Non-Accidental,13,0.000226236469319
584,Right,12,0.000208833663987
585,Suspected,12,0.000208833663987
586,flank,12,0.000208833663987
587,presented,12,0.000208833663987
588,started,12,0.000208833663987
589,unwitnessed,12,0.000208833663987
590,bone,12,0.000208833663987
591,transfer.,12,0.000208833663987
592,evaluated,12,0.000208833663987
593,35,12,0.000208833663987
594,fx,12,0.000208833663987
595,compartment.,12,0.000208833663987
596,"face,",12,0.000208833663987
597,One,12,0.000208833663987
598,floor,12,0.000208833663987
599,floor.,12,0.000208833663987
600,"patient,",12,0.000208833663987
601,remained,12,0.000208833663987
602,fractures,12,0.000208833663987
603,yesterday,12,0.000208833663987
604,numbness,12,0.000208833663987
605,brief,12,0.000208833663987
606,pole,12,0.000208833663987
607,-,12,0.000208833663987
608,management,12,0.000208833663987
609,bleed.,12,0.000208833663987
610,unknown.,12,0.000208833663987
611,extremities.,12,0.000208833663987
612,It,12,0.000208833663987
613,fatality,12,0.000208833663987
614,says,12,0.000208833663987
615,old,12,0.000208833663987
616,both,12,0.000208833663987
617,hospital.,12,0.000208833663987
618,Incident,12,0.000208833663987
619,lacerations,12,0.000208833663987
620,.,12,0.000208833663987
621,including,12,0.000208833663987
622,Level,12,0.000208833663987
623,truck.,12,0.000208833663987
624,wall,12,0.000208833663987
625,laceration.,12,0.000208833663987
626,illnesses.,11,0.000191430858654
627,CBC,11,0.000191430858654
628,"speed,",11,0.000191430858654
629,jumping,11,0.000191430858654
630,appropriate,11,0.000191430858654
631,?,11,0.000191430858654
632,mother.,11,0.000191430858654
633,concern,11,0.000191430858654
634,bed,11,0.000191430858654
635,ped.,11,0.000191430858654
636,episode,11,0.000191430858654
637,Trauma,11,0.000191430858654
638,events.,11,0.000191430858654
639,our,11,0.000191430858654
640,"cough,",11,0.000191430858654
641,mcg,11,0.000191430858654
642,ambulating,11,0.000191430858654
643,Dad,11,0.000191430858654
644,turning,11,0.000191430858654
645,way,11,0.000191430858654
646,8,11,0.000191430858654
647,MVA.,11,0.000191430858654
648,heard,11,0.000191430858654
649,L2,11,0.000191430858654
650,arrived.,11,0.000191430858654
651,minutes.,11,0.000191430858654
652,peds,11,0.000191430858654
653,Fell,11,0.000191430858654
654,hemorrhage,11,0.000191430858654
655,hour,11,0.000191430858654
656,abdomen,11,0.000191430858654
657,immediate,11,0.000191430858654
658,Vehicle,11,0.000191430858654
659,UTD,11,0.000191430858654
660,bicycle.,11,0.000191430858654
661,motorcycle,11,0.000191430858654
662,driver's,11,0.000191430858654
663,evening.,11,0.000191430858654
664,Also,11,0.000191430858654
665,rib,11,0.000191430858654
666,jumped,11,0.000191430858654
667,horse.,11,0.000191430858654
668,pedestrian,11,0.000191430858654
669,activated,11,0.000191430858654
670,thigh,11,0.000191430858654
671,doesn't,10,0.000174028053322
672,self-extricated.,10,0.000174028053322
673,mg,10,0.000174028053322
674,road,10,0.000174028053322
675,collided,10,0.000174028053322
676,himself,10,0.000174028053322
677,go,10,0.000174028053322
678,"side,",10,0.000174028053322
679,apparently,10,0.000174028053322
680,single,10,0.000174028053322
681,&,10,0.000174028053322
682,severe,10,0.000174028053322
683,arriving,10,0.000174028053322
684,"mom,",10,0.000174028053322
685,walked,10,0.000174028053322
686,mom.,10,0.000174028053322
687,morning,10,0.000174028053322
688,p/w,10,0.000174028053322
689,body,10,0.000174028053322
690,care,10,0.000174028053322
691,applied,10,0.000174028053322
692,saw,10,0.000174028053322
693,immediately.,10,0.000174028053322
694,About,10,0.000174028053322
695,football,10,0.000174028053322
696,"rollover,",10,0.000174028053322
697,gave,10,0.000174028053322
698,grade,10,0.000174028053322
699,put,10,0.000174028053322
700,knocked,10,0.000174028053322
701,facility,10,0.000174028053322
702,tried,10,0.000174028053322
703,13.,10,0.000174028053322
704,friends,10,0.000174028053322
705,thought,10,0.000174028053322
706,details,10,0.000174028053322
707,pmh,10,0.000174028053322
708,protective,10,0.000174028053322
709,scooter,10,0.000174028053322
710,Her,10,0.000174028053322
711,walk,10,0.000174028053322
712,pt.,10,0.000174028053322
713,t-boned,10,0.000174028053322
714,"injury,",9,0.00015662524799
715,adult,9,0.00015662524799
716,afternoon,9,0.00015662524799
717,pickup,9,0.00015662524799
718,her.,9,0.00015662524799
719,still,9,0.00015662524799
720,Father,9,0.00015662524799
721,50,9,0.00015662524799
722,A,9,0.00015662524799
723,depressed,9,0.00015662524799
724,r,9,0.00015662524799
725,getting,9,0.00015662524799
726,pulled,9,0.00015662524799
727,ambulated,9,0.00015662524799
728,As,9,0.00015662524799
729,caught,9,0.00015662524799
730,end,9,0.00015662524799
731,Immunizations,9,0.00015662524799
732,XR,9,0.00015662524799
733,"CXR,",9,0.00015662524799
734,afterward.,9,0.00015662524799
735,mom's,9,0.00015662524799
736,backboard.,9,0.00015662524799
737,distal,9,0.00015662524799
738,arm.,9,0.00015662524799
739,yo,9,0.00015662524799
740,Other,9,0.00015662524799
741,roof,9,0.00015662524799
742,out.,9,0.00015662524799
743,Noted,9,0.00015662524799
744,park,9,0.00015662524799
745,pulmonary,9,0.00015662524799
746,Hit,9,0.00015662524799
747,Arrives,9,0.00015662524799
748,femur,9,0.00015662524799
749,bystanders,9,0.00015662524799
750,"car,",9,0.00015662524799
751,crying.,9,0.00015662524799
752,although,9,0.00015662524799
753,fast,9,0.00015662524799
754,MVA,9,0.00015662524799
755,appropriately,9,0.00015662524799
756,anterior,9,0.00015662524799
757,cousin,9,0.00015662524799
758,pelvic,9,0.00015662524799
759,told,9,0.00015662524799
760,light,9,0.00015662524799
761,xray,9,0.00015662524799
762,normally,9,0.00015662524799
763,"HA,",9,0.00015662524799
764,"passenger,",9,0.00015662524799
765,Last,9,0.00015662524799
766,trying,9,0.00015662524799
767,meds,9,0.00015662524799
768,Given,9,0.00015662524799
769,windshield.,9,0.00015662524799
770,away,9,0.00015662524799
771,read,9,0.00015662524799
772,Possible,9,0.00015662524799
773,25,9,0.00015662524799
774,forearm,9,0.00015662524799
775,"+LOC,",9,0.00015662524799
776,Since,9,0.00015662524799
777,Mexico,9,0.00015662524799
778,facing,9,0.00015662524799
779,Received,8,0.000139222442658
780,striking,8,0.000139222442658
781,"emesis,",8,0.000139222442658
782,MPH.,8,0.000139222442658
783,woke,8,0.000139222442658
784,obtained.,8,0.000139222442658
785,temporal,8,0.000139222442658
786,next,8,0.000139222442658
787,drive,8,0.000139222442658
788,10-15,8,0.000139222442658
789,"today,",8,0.000139222442658
790,cough,8,0.000139222442658
791,hand.,8,0.000139222442658
792,legs,8,0.000139222442658
793,symptoms,8,0.000139222442658
794,spun,8,0.000139222442658
795,diarrhea.,8,0.000139222442658
796,loc.,8,0.000139222442658
797,hood,8,0.000139222442658
798,"female,",8,0.000139222442658
799,"route,",8,0.000139222442658
800,turned,8,0.000139222442658
801,happened.,8,0.000139222442658
802,red,8,0.000139222442658
803,playground,8,0.000139222442658
804,subsequently,8,0.000139222442658
805,"intrusion,",8,0.000139222442658
806,positive,8,0.000139222442658
807,screen,8,0.000139222442658
808,visual,8,0.000139222442658
809,point,8,0.000139222442658
810,closed,8,0.000139222442658
811,row,8,0.000139222442658
812,prolonged,8,0.000139222442658
813,us,8,0.000139222442658
814,clavicle,8,0.000139222442658
815,Significant,8,0.000139222442658
816,rock,8,0.000139222442658
817,arms,8,0.000139222442658
818,unable,8,0.000139222442658
819,max/face,8,0.000139222442658
820,t,8,0.000139222442658
821,kicked,8,0.000139222442658
822,arms.,8,0.000139222442658
823,ped,8,0.000139222442658
824,children,8,0.000139222442658
825,evening,8,0.000139222442658
826,mother's,8,0.000139222442658
827,like,8,0.000139222442658
828,Head,8,0.000139222442658
829,tire,8,0.000139222442658
830,intake,8,0.000139222442658
831,negative,8,0.000139222442658
832,Family,8,0.000139222442658
833,Sustained,8,0.000139222442658
834,precautions.,8,0.000139222442658
835,Driver,8,0.000139222442658
836,table,8,0.000139222442658
837,appropriately.,8,0.000139222442658
838,impact,8,0.000139222442658
839,arrives,8,0.000139222442658
840,stairs,8,0.000139222442658
841,LE,8,0.000139222442658
842,handle,8,0.000139222442658
843,more,8,0.000139222442658
844,Otherwise,8,0.000139222442658
845,carseat,8,0.000139222442658
846,IV,8,0.000139222442658
847,seemed,8,0.000139222442658
848,ER,8,0.000139222442658
849,may,8,0.000139222442658
850,climbing,8,0.000139222442658
851,holding,8,0.000139222442658
852,street.,7,0.000121819637326
853,illness,7,0.000121819637326
854,po,7,0.000121819637326
855,"nausea,",7,0.000121819637326
856,911.,7,0.000121819637326
857,Around,7,0.000121819637326
858,wheel,7,0.000121819637326
859,quad,7,0.000121819637326
860,gravel.,7,0.000121819637326
861,cart,7,0.000121819637326
862,tree.,7,0.000121819637326
863,Unsure,7,0.000121819637326
864,possibly,7,0.000121819637326
865,driver.,7,0.000121819637326
866,times,7,0.000121819637326
867,trampoline,7,0.000121819637326
868,slipped,7,0.000121819637326
869,on.,7,0.000121819637326
870,complain,7,0.000121819637326
871,imaging,7,0.000121819637326
872,crash,7,0.000121819637326
873,sleepy,7,0.000121819637326
874,Both,7,0.000121819637326
875,duration.,7,0.000121819637326
876,unconscious,7,0.000121819637326
877,"PMH,",7,0.000121819637326
878,near,7,0.000121819637326
879,T,7,0.000121819637326
880,amount,7,0.000121819637326
881,breathing,7,0.000121819637326
882,TV,7,0.000121819637326
883,deployment.,7,0.000121819637326
884,"C-spine,",7,0.000121819637326
885,Unclear,7,0.000121819637326
886,splint.,7,0.000121819637326
887,"back,",7,0.000121819637326
888,field.,7,0.000121819637326
889,gear.,7,0.000121819637326
890,bleeding.,7,0.000121819637326
891,orbital,7,0.000121819637326
892,adults,7,0.000121819637326
893,fatalities,7,0.000121819637326
894,superior,7,0.000121819637326
895,tenderness,7,0.000121819637326
896,breath,7,0.000121819637326
897,sensation,7,0.000121819637326
898,Went,7,0.000121819637326
899,jump,7,0.000121819637326
900,picked,7,0.000121819637326
901,fractures.,7,0.000121819637326
902,them.,7,0.000121819637326
903,recalls,7,0.000121819637326
904,backward,7,0.000121819637326
905,cleared,7,0.000121819637326
906,seatbelt.,7,0.000121819637326
907,sig,7,0.000121819637326
